1315	1301
1316	1679
1317	796
1317	1040
1317	1306
1317	1720
1328	2160
1332	436
1333	2312
1334	1542
1336	2034
1337	1701
1338	1912
1338	2385
1340	872
1340	1413
1340	1542
1343	255
1343	836
1343	2165
1349	1320
1355	1957
1356	1613
1358	326
1358	341
1358	489
1358	501
1358	580
1358	609
1358	764
1358	819
1358	873
1358	919
1358	999
1358	1038
1358	1149
1358	1189
1358	1287
1358	1305
1358	1499
1358	1516
1358	1550
1358	1562
1358	1565
1358	1620
1358	1710
1358	1711
1358	1717
1358	1718
1358	1726
1358	1730
1358	1733
1358	1737
1358	1747
1358	1748
1358	1751
1358	1753
1358	1765
1359	2480
1360	541
1361	565
1361	1528
1362	1372
1363	1413
1365	1703
1366	2248
1367	124
1367	306
1367	1584
1367	1778
1367	2143
1368	2553
1370	1224
1374	748
1378	1544
1379	2564
1386	2570
1388	734
1388	964
1389	341
1389	1358
1389	2597
1391	1693
1392	710
1393	1371
1394	88
1394	211
1395	679
1395	948
1396	1399
1396	2109
1396	2395
1398	1528
1399	2309
1401	761
1401	1585
1402	1163
1405	1508
1407	1263
1408	1553
1409	1827
1410	1655
1412	1483
1413	251
1413	253
1413	1542
1413	1931
1413	1933
1415	371
1415	392
1415	2269
1416	74
1416	1008
1416	1923
1416	1925
1417	963
1417	1703
1420	2394
1420	2396
1421	1396
1421	1420
1422	837
1424	1813
1425	1618
1426	1751
1427	1742
1430	632
1432	1950
1432	2663
1433	2359
1435	1927
1435	2059
1435	2071
1439	200
1441	540
1441	648
1441	750
1441	1957
1441	2272
1441	2273
1443	761
1444	1358
1447	1928
1448	505
1449	2681
1450	321
1450	1083
1450	1225
1452	1015
1453	1701
1457	649
1461	2248
1462	1119
1462	1235
1462	1611
1462	1663
1463	276
1463	2131
1464	1482
1465	1488
1465	1799
1467	52
1468	1275
1469	2590
1470	1070
1470	1953
1471	1358
1472	240
1474	1908
1475	888
1475	2469
1476	1170
1477	1542
1478	694
1483	562
1483	742
1483	754
1483	1072
1483	1282
1483	1620
1483	2113
1483	2208
1484	299
1487	2017
1487	2137
1488	1465
1488	2601
1490	2327
1494	897
1499	337
1499	1358
1500	1133
1502	1200
1502	1382
1502	2163
1504	1647
1505	773
1505	1801
1507	1645
1508	2117
1509	189
1511	1519
1512	342
1513	1830
1516	2612
1517	74
1518	577
1519	2335
1519	2640
1521	1013
1522	39
1524	434
1525	1914
1526	1224
1526	1977
1527	415
1527	860
1528	513
1529	1417
1529	1908
1530	2240
1532	2648
1533	726
1535	2155
1539	1914
1542	251
1542	402
1542	812
1542	1176
1542	1334
1542	1340
1542	1942
1543	739
1545	368
1548	790
1549	1901
1552	1089
1553	1408
1553	1827
1554	2688
1555	458
1557	650
1557	957
1558	792
1558	2340
1559	283
1560	505
1561	102
1566	2071
1567	722
1567	1874
1568	748
1568	1358
1569	1050
1569	1966
1572	1776
1574	519
1575	473
1577	1334
1578	2497
1579	47
1583	1013
1583	1127
1588	1047
1589	1745
1592	779
1597	320
1598	1093
1598	1147
1599	2441
1599	2460
1600	1059
1601	1750
1602	6
1602	1416
1602	2054
1603	968
1605	2663
1608	2126
1610	244
1610	2558
1611	1462
1611	2124
1612	764
1613	1356
1614	210
1616	56
1616	118
1616	581
1616	1849
1618	429
1620	2450
1622	1289
1623	126
1623	139
1623	350
1623	542
1623	556
1623	1561
1623	1780
1623	1784
1624	317
1624	409
1624	1505
1624	1778
1624	1780
1625	1729
1626	210
1627	1229
1627	1740
1628	1139
1628	2053
1629	1711
1631	736
1632	364
1635	1158
1636	1701
1637	1973
1638	831
1639	1688
1641	833
1641	2495
1643	348
1645	989
1648	1210
1650	107
1652	1848
1653	1369
1654	1952
1655	149
1655	1410
1655	1894
1656	1367
1660	2154
1661	1013
1662	48
1662	2398
1663	1119
1664	607
1664	785
1664	2147
1665	962
1665	1615
1666	48
1666	606
1669	1892
1670	519
1670	1346
1674	891
1675	1013
1676	1501
1677	191
1679	2140
1681	2320
1682	407
1682	733
1682	948
1683	181
1684	2513
1686	2647
1688	1437
1691	700
1692	756
1692	1423
1693	1524
1695	2133
1696	1713
1701	143
1701	158
1701	205
1701	215
1701	231
1701	467
1701	633
1701	729
1701	1212
1701	1337
1701	1453
1701	1846
1701	1853
1701	1861
1701	1875
1702	1234
1702	1971
1703	1417
1703	1702
1703	1966
1703	1967
1703	1971
1705	1289
1706	558
1708	1857
1709	2365
1711	1629
1711	1765
1712	1358
1713	88
1713	1358
1714	1727
1716	1199
1716	1214
1719	1765
1721	228
1722	312
1724	768
1724	1358
1724	1723
1724	2216
1725	557
1725	628
1725	1358
1725	1427
1725	2334
1726	1358
1726	2168
1728	2555
1729	1625
1734	1169
1735	562
1735	1412
1737	1209
1737	1358
1738	1709
1739	53
1739	616
1739	1709
1740	312
1740	1725
1740	2389
1742	526
1742	1358
1742	1749
1742	2443
1742	2444
1743	704
1743	742
1743	969
1745	1725
1746	1678
1748	1103
1748	1358
1749	1229
1749	2446
1751	73
1751	2596
1756	650
1759	493
1759	569
1761	4
1762	1358
1763	155
1763	156
1765	501
1765	825
1765	1040
1765	1711
1765	1720
1766	1358
1766	1739
1768	1837
1769	109
1769	544
1770	1623
1771	1623
1773	1623
1773	1789
1775	306
1775	1623
1776	1735
1776	2045
1776	2324
1778	2327
1779	505
1780	1623
1781	1998
1781	2107
1782	426
1783	1767
1784	133
1785	317
1786	1624
1787	1624
1787	2143
1789	1773
1790	103
1790	695
1792	2485
1795	798
1795	2299
1796	1795
1797	1336
1798	487
1798	1782
1799	1701
1800	852
1800	1072
1801	1072
1802	2079
1804	1072
1807	429
1807	482
1808	962
1808	1810
1809	1806
1809	1810
1810	481
1810	482
1810	719
1810	795
1810	835
1810	1299
1810	1331
1810	1787
1810	1814
1810	1815
1810	1869
1812	482
1812	1810
1815	310
1815	1810
1817	733
1819	1581
1820	1873
1821	603
1822	1810
1824	1826
1826	264
1828	238
1830	2045
1832	889
1833	1035
1833	1834
1834	372
1837	183
1837	1330
1839	1204
1840	2071
1841	736
1841	2056
1842	120
1842	816
1842	1203
1842	1979
1842	2405
1845	894
1846	1013
1847	415
1847	1013
1848	1224
1848	2419
1849	56
1849	412
1849	447
1850	666
1851	1013
1851	1224
1856	306
1858	899
1858	1701
1859	1701
1860	1701
1862	2582
1863	532
1864	869
1865	311
1865	1701
1866	633
1868	316
1869	203
1869	277
1869	1701
1873	1986
1874	1106
1874	1701
1874	2500
1875	598
1875	1986
1876	1701
1877	2573
1878	102
1878	661
1879	578
1881	1543
1882	1309
1888	1103
1889	429
1889	1893
1889	2039
1889	2130
1891	1889
1891	2034
1892	1889
1893	1889
1894	261
1894	1215
1894	2117
1895	645
1898	379
1899	1902
1899	2491
1900	645
1900	2608
1901	119
1902	1899
1902	1904
1907	210
1907	1906
1908	211
1909	239
1909	1171
1909	2305
1911	1368
1912	995
1912	2404
1913	440
1913	1296
1914	596
1914	779
1914	830
1914	921
1914	1362
1914	1464
1914	1525
1914	1539
1914	1592
1914	1849
1914	1905
1916	1914
1917	454
1919	778
1919	779
1919	1402
1919	1914
1920	1926
1920	2653
1921	827
1924	942
1924	1416
1926	2189
1927	1923
1927	1928
1928	1344
1928	2317
1928	2475
1929	1268
1929	2034
1931	507
1932	1413
1933	251
1935	1177
1936	1932
1937	1938
1938	1937
1940	402
1941	1300
1941	1334
1941	1542
1942	1542
1943	1340
1944	352
1944	1945
1949	310
1949	1221
1950	1272
1950	1334
1950	1944
1950	1948
1951	1952
1951	2204
1951	2206
1952	788
1952	1002
1952	1654
1954	1901
1955	807
1955	1179
1955	1226
1956	807
1957	2241
1958	1237
1958	1884
1958	1954
1959	379
1959	904
1960	1903
1962	1963
1963	1022
1966	946
1966	1234
1966	1569
1966	1964
1967	275
1967	1703
1969	1703
1969	2236
1970	1702
1971	1966
1972	1351
1972	1402
1972	1652
1973	490
1973	1333
1974	578
1975	1224
1975	1421
1975	2109
1976	502
1976	1973
1978	621
1979	1842
1979	2405
1980	436
1980	816
1980	1842
1981	436
1981	1526
1982	436
1984	1266
1985	437
1985	438
1986	45
1986	160
1986	179
1986	201
1986	566
1986	1023
1986	1166
1986	1988
1986	1992
1986	2000
1986	2001
1986	2002
1986	2003
1986	2004
1988	396
1991	1986
1993	849
1993	1986
1995	1583
1997	1347
1998	191
1999	1986
2000	160
2001	574
2001	1986
2001	2123
2001	2380
2003	1986
2003	2001
2004	1987
2008	1986
2008	2301
2009	745
2009	2025
2011	25
2012	88
2013	88
2015	2071
2016	973
2017	130
2017	1487
2018	851
2021	55
2025	1110
2025	1498
2027	2025
2027	2360
2028	2025
2029	472
2029	1579
2031	903
2032	1336
2033	740
2034	14
2034	382
2034	1319
2034	1448
2034	2037
2034	2041
2035	2034
2037	2034
2044	2001
2045	139
2045	306
2045	519
2045	1248
2045	1772
2045	1776
2045	1787
2045	1791
2046	306
2047	294
2048	306
2050	1616
2051	1926
2053	52
2053	1628
2054	1602
2054	1628
2054	2133
2056	1680
2056	1841
2057	525
2057	1628
2062	735
2063	1326
2065	918
2065	2066
2066	1477
2068	1330
2068	1377
2071	725
2071	1435
2071	1566
2071	1592
2071	2015
2071	2016
2072	1395
2072	1602
2075	2077
2077	486
2078	306
2079	236
2080	112
2080	306
2080	487
2080	1459
2082	18
2083	505
2083	1483
2084	409
2085	1490
2086	1505
2088	306
2089	2085
2090	656
2091	306
2091	2075
2092	109
2093	831
2094	441
2095	135
2095	2504
2096	1784
2097	975
2097	2098
2099	490
2100	803
2100	1184
2101	702
2102	1912
2103	1309
2105	517
2107	36
2107	399
2107	1781
2108	1519
2109	1421
2110	2109
2113	704
2113	1743
2113	2450
2115	386
2115	2117
2117	1508
2117	1867
2117	1894
2123	2122
2124	1119
2124	1273
2124	1608
2124	2127
2125	1111
2125	1119
2125	1273
2125	2126
2126	870
2126	1119
2126	1235
2126	2124
2129	1273
2130	691
2130	983
2130	1890
2130	1891
2131	2133
2134	1351
2135	2282
2136	1655
2137	1394
2137	1671
2138	548
2138	598
2139	24
2139	1636
2140	1679
2141	2139
2143	1367
2143	1777
2143	1787
2144	135
2144	2145
2144	2331
2145	1512
2145	2144
2146	374
2146	1101
2146	2148
2147	374
2147	658
2148	509
2148	1101
2148	2146
2149	374
2151	2423
2153	973
2154	1660
2155	1143
2155	1535
2159	23
2159	2160
2160	1328
2160	1835
2160	2161
2161	1327
2163	1073
2165	279
2166	118
2167	957
2168	1033
2168	2083
2168	2169
2169	683
2169	1546
2169	1547
2172	525
2175	4
2176	1091
2176	1382
2176	2175
2177	398
2178	88
2179	440
2180	257
2181	95
2181	1388
2182	239
2182	858
2182	1285
2182	2131
2182	2232
2182	2233
2183	525
2184	441
2186	2199
2187	172
2188	454
2189	454
2189	1395
2189	1682
2191	387
2192	144
2195	1333
2198	964
2198	1042
2198	2182
2199	680
2199	901
2201	552
2202	736
2203	2330
2205	48
2207	979
2207	1200
2208	1483
2209	108
2210	104
2210	864
2211	1065
2212	708
2212	710
2213	710
2214	51
2215	457
2216	457
2219	1838
2220	1317
2221	1739
2222	75
2222	284
2223	75
2223	84
2224	284
2224	583
2225	75
2225	284
2225	2222
2225	2224
2226	84
2226	284
2226	2224
2227	634
2227	1630
2228	2227
2230	482
2230	606
2232	315
2233	2182
2237	2238
2238	627
2238	1969
2240	1443
2240	2399
2241	2207
2242	2539
2244	2243
2246	2243
2246	2247
2247	1086
2248	837
2248	1071
2248	1366
2249	2248
2249	2518
2252	2251
2253	1697
2256	1878
2260	529
2262	1143
2265	1324
2266	1395
2270	1354
2275	1441
2275	1954
2276	1844
2279	110
2279	2466
2281	1842
2282	816
2282	1131
2282	2164
2283	1131
2284	1901
2286	1549
2287	2288
2290	444
2290	1207
2291	715
2291	733
2291	1682
2291	2233
2292	2291
2293	921
2293	1535
2295	2155
2296	313
2297	1796
2299	2297
2300	1196
2303	2541
2305	2306
2307	482
2308	531
2309	210
2309	1021
2314	767
2315	1344
2316	1343
2317	25
2324	1282
2326	878
2329	2095
2329	2144
2330	861
2332	1125
2334	174
2335	627
2336	2335
2338	2555
2339	1191
2339	2340
2340	1558
2343	2344
2344	279
2344	2475
2345	1692
2347	456
2349	1185
2349	2346
2349	2358
2351	394
2351	849
2353	906
2355	2356
2356	675
2358	631
2358	1469
2359	290
2359	1136
2359	1171
2359	1433
2362	442
2363	1555
2365	391
2365	1709
2365	1738
2367	15
2367	395
2367	765
2367	1147
2367	2369
2369	2367
2369	2370
2375	1404
2376	783
2376	911
2376	1202
2380	91
2382	814
2382	2383
2383	814
2383	893
2383	924
2383	1635
2386	885
2387	299
2387	1046
2387	1406
2388	175
2390	1740
2391	2390
2394	1396
2394	1420
2394	2228
2395	2228
2399	43
2400	963
2403	2402
2405	483
2405	1842
2407	1313
2414	2413
2415	915
2416	1152
2418	65
2420	640
2425	2426
2434	375
2434	1087
2434	2399
2434	2401
2436	989
2436	2031
2438	168
2438	2437
2439	867
2440	867
2440	2530
2442	2530
2442	2614
2445	2503
2447	609
2448	1041
2449	1523
2450	2113
2451	1801
2452	2451
2452	2685
2454	99
2454	122
2456	672
2456	817
2457	2458
2458	499
2459	760
2460	1599
2461	106
2462	1442
2463	89
2463	584
2463	1157
2464	623
2464	1207
2464	2289
2464	2290
2465	515
2466	425
2468	2467
2472	667
2472	1017
2475	1928
2476	105
2476	524
2476	1596
2478	124
2479	1236
2484	369
2484	2483
2485	1592
2486	455
2490	2263
2491	1899
2492	111
2493	2398
2495	1641
2501	1874
2503	2444
2503	2445
2505	406
2507	353
2507	1250
2507	2221
2509	1987
2509	2114
2511	2203
2514	2515
2515	2514
2518	2538
2520	1428
2520	1429
2526	560
2526	585
2528	826
2538	450
2539	2242
2546	5
2553	1368
2553	1911
2554	1136
2555	2599
2556	1610
2558	626
2562	1036
2563	1081
2564	1451
2565	2567
2568	1023
2569	930
2570	727
2570	2572
2573	1877
2573	2570
2576	1680
2576	2056
2576	2311
2584	876
2592	1903
2594	2680
2596	1725
2596	1751
2597	915
2597	1358
2597	1725
2597	2415
2599	961
2599	1728
2601	2609
2603	2602
2607	1003
2608	891
2611	1239
2614	723
2615	2696
2620	1925
2625	2626
2638	447
2642	16
2647	473
2647	1686
2653	1920
2654	403
2656	1252
2656	2522
2658	1642
2660	1673
2664	1438
2667	45
2667	2076
2670	2679
2671	2673
2674	1109
2674	2671
2676	200
2680	1522
2686	1554
2687	2688
2689	2554
2690	611
2698	1573
2699	2630
2704	641
2707	165
